 i bought this in the timeless color  i think the actual color is closer to a deep nude shade with a subtle hint of coral   it has a softer more natural look than a true coral   i do like the color and it wears well with no feathering into fine lines  i would also say it is a true lip liner and is a bit too dry to use as a fill color  if you re looking for a subtle  softer more natural looking coral  timeless will work well for you  ,Positive
 i m very fair and this was a nice sheer nude color on me  it does have a bit of glitter in it  but nothing ridiculous or too obvious   not enough to bother me  it feels glossy on and pretty moisturizing  great color to pair with smokey eyes  it s a shame revlon discontinued these  i would try other colors  ,Positive
this stuff is horrible  way to sticky  if it gets on your fingers it just has to wear off yuck,Negative
 my daughter just went to her first dental appointment and the doctor advised she stop sucking hey thumb immediately  we have been discouraging her from sucking her thumb for months but although she knows it s bad for her teeth and she doesn t want to do it  comfort prevails and she continued the bad habit  we bought her a book  showed her pictures of crooked teeth from thumb sucking  and tried to put colorful band aids on her thumbs  she liked the bandaid but eventually would pull them off and suck  i would even try to hold her down with her arms away from her face so she would fall asleep without sucking  i was hesitant to try this because i thought it would be cruel but after trying so many things  just decided to go for it  she liked putting the polish on and even asks for more but we only put it on her thumbs because the taste does come off on food and she still sometimes finger feeds   it was funny watching her the first time she tried to suck and hard not to pretend something was different  eventually that day she asked me to wash her fingers off  but we told her it would help her stop  and it did  i found we had to reapply once a day  i tested it on my pinky and it lost its effectiveness by end of day  she is sleeping now without sucking although it does seem harder to put her down because she doesn t have a comfort mechanism now  she asks for story after story     but it has worked  i will continue to apply for another week to make sure she s weaned completely  ,Negative
 so i wanted to try this because i like the derma e hylauronic mask and paula s choice reviews said it would be good for dry skin   we nope it&#34 s not and seems to dry my skin out more and make it feel tight    i don t understand why they would make this under a best review for toners   the igredients may past their test  but the mixture of it shouldn t because it feels like alcohol rub going on my face   this is the only product that s been bad from their reviews   it burns my skin literally everytime i ve used it  but i tolerate it because it s suppose to be &#34 good&#34  for my skin  i don t have sensitive skin i&#34 m more normal to dry   i hate it   and got me paula s toners which don t burn and feel cooling to my dry skin  this is horrible and not a good buy at all    ,Negative
love love love   lashes are longer and fuller   i dread the day i run out of this ,Positive
i rather just put regular eyeprimer under my eyes than this it doesnt do anything for my wrinkles ive been using this till its all gone cuz i dont want to waste my money after its finished i will not be buying again,Negative
 holy mac  i am super pleased with the range of colors available and especially the savings under the subscribe and save program   this product is also great as it is 10 minutes maximum  no dangerous chemicals  no peroxide or ammonia  which means this is not a level 3 graded coloring   the colors are very good and my scape is not left itchy after use and easy to rinse off i am buying this is because it is my preferred brand and now it has become a whole lot easier to buy  before  i had to scout for the weekly discounts in my local drug stores   now for the same savings  all i have to do is press a few buttons   love it  ,Positive
 this mascara is amazing    i have long  blonde eyelashes & this make them look even longer  curls them & makes them look thick all while separating them & really doesn t leave any clumps  i absolutely recommend this mascara if you re not into the clumpy eyelash look  you can use 1 or 2 coats to make them look natural & 3 5 coats to make them look thicker & blacker  love this mascara   &#60 3i used to use the maybelline falsies nascar which is terrible compared to this mascara  you will really love this wand&#8230  ,Positive
 i did see it make some difference in my skin  but after about a week of using it i got very sore  red  flaking areas on my face  so i had to stop using it  which i was sad about  did anyone else get this reaction  ,Negative
 i really like the dove body wash  it is creamy like a lotion and lathers like a body wash should   the smell of the body wash is wonderful and leaves my skin feeling very soft   the only downfall was the small pouf that came with it  it seems extra small  ,Positive
 this powder smells really nice  i like the natural color  i have ivory to light beige skin depending on the season  and it fits nicely  ,Positive
 i like the smell and feel of this  very good moisturizer   it is oily  obviously  so if you don t like that consistency  this is not for you  but it absorbs well and my skin feels great in the morning after having this on overnight  ,Positive
it didn t work as well as i had hoped it would  i had high hopes that it would be a true henna mask for my hair but it seemed to dry it out and make it feel like straw ,Negative
 too bad  because i was so excited to get these in the mail   an hour ago  the handles are caps  which is cool  but i sculpted a few nails to see how they did and the acrylic gets totally stuck in the bristles and the nice fine point they came to is completely gone and doesn t look like it ll return any time soon  it s so frayed i can t get it back into the cap  at least they came in hard plastic tubes that i can use for other brushes  don t bother with these   guess i ll have to spend $40 on a good brush  ,Negative
 i love eco tools but this travel kit is a joke  is more like a kit for a 1 year old babu face  the fue shadow is the only normal one  the concealer one maybe  is small but i guess for details is okay but the kabuki and powder are horrible small  so hard to pick up product and apply it  i don t think its worth the money and i was very disappointed ,Negative
 had to return because i got rash on my face  apparently it was old  but i wish i got to try it better since it did get good reviews ,Negative
 quality is lacking   these they fell apart without even using them  the entire metal tip falls off not a good deal  ,Negative
 purchased this based on other reviews here   followed youtube instructions and also read tips from reviewers here   1st time i tried it  it was so painful had to stop   so purchased numming cream which made it more bearable 2nd time   it just seem to tear up my skin   my acne scar actually became worse   would not recommend this  ,Negative
 it feels very different from the other mineral makeup i have tried   i love that almay doesn t test on animals  and i love their hypo allergenic products  but the coverage is just not wonderful  ,Positive
 love this brush set  i m already using it and they all work great  very soft  and good coverage  i would definitely buy again  ,Positive
i am a professional stylist and i really like strong and reliable products this is a keeeper a lot of pins today are very weak and thin     not these very strong     ,Negative
i was not able to use this product  i can not say for sure if it will work or not   i had to return it for a refund ,Negative
 this has no effect on mosquitos thought it would be a repellentwith a nice smell   i read many times that mineral oil clogs pores and induces pimples and acne which i am prone to  regarding softness   it does make your skin so soft    ,Positive
i will never purchase a mini set of opi again  not what i expected and this pack was even worse ,Negative
 hello all i bought this in order to try something different as opposed to paying $40 for my current tinted moisturizer  i have a dark complexion  halle berry ish   dark but with copper undertones  and this particular item is not for me  it is so much lighter than i am that it looks obvious and odd   ashy looking  it was worth a try but i will stick to josie maran s tinted moisturer  it rocks   ,Negative
i have this in the shade in the nude and it s a great nude shade  it goes on smoothly and looks very nice on  it twists up so no need for sharpening  good product ,Positive
 this product is just a greasy  overpriced sunscreen that has a heavy  unattractive scent  there is no firming  no wrinkle remover  no age spot reducer  just sunscreen  i would not recommend this product  ,Negative
 i read the reviews on the smell of this product and should have listened   i don t know if this product works or not because the smell is like vicks vapor rub   it is truly nasty and strong   so if you don t mind smelling like a medicine cabinet  go for it  otherwise  go with something else   the only good thing i can say about this product is that the spray bottle works good  ,Negative
these things are great and you can t beat the price or quality  glad that i purchased  will definitely do so again ,Positive
 i wear this when i m mostly indoors   i also bought the spf 45 sunscreen spray in this same brand   both are very lightweight  not greasy on my face and don t break me out i have worn this on a day when i was outside for seveal hours and i did get some sun   so i wouldn t recommend this for prolonged sun exposure   i still really enjoy this lotion  but not for days when i m outside for prolonged periods   for that i use a higher spf and reapply my zinc oxide regularly  ,Negative
the name says it all   you  will never be disappointed with this brand  specially this uv top coat  i can make my own gel manicure with any polish ,Negative
 i have always liked ease of use when employing beauty and skin care products  but more than that i prize effectiveness   this generously sized bottle of argan oil  combined with vitamin e  is a great  truly effective product i have very fair skin which gets extremely dry in the winter  so i focused trying argan hair skin & body treatment on my skin it has a slight tint to it  and a light fragrance which reminds me of fruit  i like the fragrance  and the tint disappears when you apply the few pumps required to add the treatment oil to your skin this calms your skin as well as adding the needed moisture  my legs and arms look 100 percent less flaky and dry  as i used my hands to apply this treatment  i love how they look now as well  they haven t looked this good all year  also on the plus side  my hands are not greasy  i am typing this review with no problem  the argan oil absorbs quickly and yet you know that it is doing its job  the bottle states that the treatment offers   intense hydration    and the bottle is very right i plan to use this every day  because it is fast and easy  i can apply it everywhere except the eye area  it to not supposed to get in your eyes   i also applied it on my hair  i like the silky feel of my hair after trying this treatment on my hair a lot round up your products and replace them with this great argan hair skin & body treatment oil  it is the real thing  i am so happy with the results i have received by using this treatment  it is a do not miss  for you if you have dry skin or hair or need to repair your skin which is suffering from effects of eczema or psoriasis  i cannot say if it is the answer to the last two without a doctor s ok  but it really really helps  and it helps visibly instantly     and it continues to help one great product  many uses   love it thanks jean ,Positive
 inexpensive  plentiful  fast shipping    for my various projects  nails  costume  makeup  props  art  decorations    easy transaction  glitters are bright without looking cheesy  ,Positive
i am using my husbands account  i really love this primer  it is great for the price  it makes my foundation looks smotth and flawless  i use it under both my foundation and bb cream  i would recommend this to anyone who wants a great primer at a cheap price  i keep it stocked about 3 bottles at a time ,Positive
the color is good but it does not stay on very long  you will have to re apply it every few days ,Positive
 so i did not notice a major difference in my lash size of length but most importantly this stuff gives you major raccoon eyes   i thought it was me  my facial cream who knows what but after using a much less expensive product without an issues i had to review   the worst part is that it won t easily wipe off when it smears to a upper lid or under the eye   i would never purchase it again and i m not really sure what i will do with the one i have   and yes i wear mascara daily   waste of money  ,Negative
 cons  very sticky  had a bad odor to them  i was very disappointed and ended up getting rid of the entire set  ,Negative
 i love all of the peacock barrettes  but all i wear is silver jewelry  not gold  so i saw this silver barrette and thought the colors were amazing  however  i thought i was getting this exact barrette  and i didn t  the one i did get  though  is already broken   two hours out of the packaging  and i hadn t even worn it of the eleven stone   feathers   shown in the picture  three are pink  two are green  two are light blue  two are dark blue  and two are purple  on the barrette i got  five are pink  two are red  one is light blue     and three are a hideous yellow cheap citrine color  no green  no purple  no dark blue  and one of the yellow ones came off i will keep it  since it cost practically nothing  i ll hot glue the broken   feather   back on  the peacock itself is well formed and the stones seem securely set on that part  also  the piece has a good weight to it that s necessary for my thicker than thick hair  but this matches a lot fewer articles of clothing than i thought it would     i wanted the colors in the picture  oh well  ,Negative
 this works great to hold up short hair   i normally somewhat spike my hair and this holds my hair up as well as gel   the cream feels like lotion  and you don t need a lot to get a good hold for your hair   i use anti dandruff shampoo daily so i can t tell if it is preventing dandruff  but it can t hurt   if you have flakes  and need a gel for your hair  this is the combo for you  ,Positive
 i used this quite often for a few months for at home gel nails  it took forever for the gel to set with this and unfortunately my cat knocked it off of my table and ever since i can t get it to turn on  i changed the bulb but that didn t fix it  i switched to a different brand and have had no issues with gel setting up appropriately  ,Negative
these colors were very transparent and dusty when you try to use your eyeshadow brushes not a huge fan  $12 down the drain ,Positive
 unfortunately  i haven t noticed any visible results with this eye cream  it also leaves a white film crust all around my eyes that i have to carefully clean off every morning which is pretty annoying  it definitely doesn t work under concealer since it balls up pretty badly  overall  a pretty big bummer  ,Negative
 i got this for a gift for my daughter and she loves it  she keeps all of her makeup in it and the colors in the case were really nice and has used a little of everything which is unusual  ,Positive
i was very disappointed when i received this product broken  it looks like it may have made a great mirror but i ll never know ,Negative
creative nail creative nail design nail lacquer   the nail lacquer was horrible   it was very runny and i had to use four coats to get a solid opaque color but even then it streaked  granted it is a very light color but still       if i could give it zero stars i would ,Negative
left my hair feeling like it had a residue on it also it smelled funny   it is not wen and shouldn t even be compared to it,Negative
 i used this for the first time tonight  and i swear some of my blotches from peeling are disappearing after letting the bronzers work for only an hour and a half before showering   on top of that  the lotion consistency was a lot like sinfully black in that it was more liquid than most lotions  but not in a bad way  more like it spreads further because of its viscosity   i can t tell you anything about the smell before or after at the time because i ve been very sick for almost a week now  and now the only thing really left is major congestion   so no sense of smell   =   considering it is an australian gold lotion  however  it probably smells wonderful and would bring me a nostalgic feeling of florida like most tanning lotions  i spent most of my teen years in florida  and then moved away to my undying chagrin    i would definitely recommend this to others  and i really hope the price stays under $23   much higher than that  and i might as well shell out some extra dough for luminary or obsidian by designer skin  >=  ,Negative
 this is one of the best shampoo i have ever used  it is sulfate free and it does not dry out your hair  it makes your hair very soft  i recommend it for everyone that is looking for a good  cheap sulfate free shampoo  ,Positive
 i don t think the optics are very good in the mirror there is some distortion  put it into a vacation rental  i wouldn t use it on a daily  ,Negative
 these smell like rubbing alcohol  and nothing else  it stings slightly as i use the towelette on my face  i am afraid to use these near my eyes to remove my eye makeup  i will not buy again  these wipes leave my skin too dry  and the makeup still seems hard to remove with these wipes i like the neutrogena hydrating towelettes much better  they seem better for sensitive skin  ,Negative
 the smell is pretty awful  the feel is pretty nice  the firmness with use is nothing for me  won t buy again  ,Negative
 fantastic idea and made well  fits in most of my bags and makes grabbing what you need so much quicker  i am currently using in a large mk bag that was basicly a sackful of chaos  now i m not digging for my wallet  that hair tie or keys that are never on the top of the pile  would also work well as a toiltetry bag  ,Negative
 this is a very expensive cheap product   when my mother asked me to look at it becaus of her thinning hair  i was shocked to find both sodium laurel sulfate  sodium laureth sulfate and parabens in this product sles is a cheap surfactant used in engine degreasers and car wash soaps   parabens are cancer causing agents   really   this is a very expensive ripoff  ,Negative
 i am not a very fussy person when it comes to beauty   i don t wear makeup most days  but do want to keep from looking like a char pei on a bad day before i m 60 because of allergies  i ve always been a neutrogena gal  using their healthy skin line for years   i m currently using the anti wrinkle   spf 15 with retinol  which i ve been happy with when the olay prox system became available through the amazon vine program  i really looked forward to testing an expensive anti wrinkle system   when the box arrived  i was ready to throw my cheapo neutrogena tube in the junk drawer and start slathering the high dollar solution on my wrinkled mug  but then i got a thought    why not do a side by side test      literally  the right side of my face would be neutrogena  the left would be the property of ms  olay i started on may 29  right after taking a `before  photo   so nice to take a close up makeup free snap of yourself in bright daylight  such a wonderful way to start the day  but this was for science every day  and night  since i ve faithfully applied the three olay products as directed to the left side of my face and neck  and done my usual neutrogena in the am and nothing at night on the right after a month  there is absolutely no discernible difference between the right and left sides of my face  well  besides the differences that were there already   i have the same amount of wrinkles  the same depth  the same age spots  everything in the interest of science and for +40 ladies everywhere  here are close up views of my wrinkly un made up face for all to see  check comments for this info yes  it is ugly  but for a good cause in conclusion  i did not have any adverse reaction to the olay products   all three felt good on my face  never oily or heavy   if i had seen any results at all  i would be happy to continue using them and paying 4x the cost of the neutrogena healthy skin cream  however  without results  i can t see any reason to spend the extra money just for nicer packaging  ,Negative
i got this product just to have a powder to lightly set my makeup and i got to say it works better than i thought it would even considering i dnt use much of the product whenever i apply it  it s so light but helps get rid of the shine on my face but still leaves a bit of sheen so you know ur skin can breathe with this on and it looks natural and effortless  the other day i was too tired to fuss with makeup so i jus applied concealer under my eyes and buffed this product onto myface and it gave a really nice finish  evened out my skin tone and even in the evening it still felt comfortable on it s own  love this foundation ,Positive
 this is a great blush  i love the packaging  design and colors  it is big and i like how it is three different colors  it goes on smooth and light  ,Positive
this is a great little item that makes my whole mascara applying routine sooo much more easier   for some time i would bend & use a paper matchbook cover and keep it under my bottom lashes whilst applying the mascara  it worked ok but couldn t use it for the upper lashes in any way  so where has this been all my life   thanks so much for this  i love it ,Positive
 i agree with the other two reviewers   the color is deceiving  i m pretty pale   this is more like a bronzer for me  it has pretty remarkable staying power  as well  ,Negative
 i couldn t get it to pump out  so i opened it up and the stem to the pump was broken   i did put some of it on  and it does not cover well  and it settled in pores   overall  yuck  ,Negative
 not as advertised   this is supposed to be a color corrected product and instead it has no color in it   pleasant enough to use  i don t find it is helpful to my skin  just not harmful   clinique makes a better color correcting cc type cream  ,Negative
 i m on my third tube of blinc  after stumbling onto it through american apparel as a contact lens wearer  i love that it doesn t irritate my eyes as a rainy city dweller  and someone who does not really futz with makeup more than once a day   i love that it doesn t get smudgey and leave me with raccoon eyes at the end of a long  sweaty day i haven t had any issues with thinning or falling out lashes  but i have caught myself committing the cardinal blinc sin and absent mindedly tugging the tubes off sans water  i m trying to break myself of that habit  and i bought the &#34 strengthening&#34  and &#34 vitamin enriched&#34  primer for peace of mind  which also makes my lashes look much longer fuller  i never want to go back to  normal  mascara  ,Positive
 even though i am only in my 30s  my skin looked and felt like i was much older  it seemed that no matter what i did i couldn t get rid of the fine lines and wrinkles  i was desperate for something to work  so i figured i would give this product a try  at first  i was skeptical because of the price  but i figured if it worked  it would be well worth it after using it for a month  i can tell a difference  it goes on feeling light and smooth  you don t have to worry about any greasy film being left on your skin after applying it  the smell isn t pungent like some of the other ones on the market  which is nice  it s simple to use and works wonders  i highly recommend this product to anyone who wants to erase the hands of time and restore their appearance  a true miracle worker  ,Positive
 i have sensitive  acne prone skin  so i decided to give this a try  i bought it at the store  not amazon  i also just checked the box  and it is this specific one  not the antibacterial one  oh  and the box it came in is a week old  we recycle  and still reeks of this soap  i don t know how people are saying that it has no smell because this scent is so overpowering that i smell it for hours in the bathroom after a shower and on my hairline  i just ordered some reviva bar soaps  hoping that they are also non drying and don t smell too strongly  i ve been using dove bar soap for awhile and it smells wonderful  but it is too drying on my face  ,Negative
i used this cream and did not see any changes in my skin at all  waste of money and time ,Negative
using this shampoo and conditioner combo made my hair extremely dry and tangled  i have seen cheaper brands like suave perform way better than this one  do not recommend this product,Negative
 i don t know if it is the make of the product or the scent  but it makes my hair dry like a broom  i thought it was just me  so my husband used it and his hair was dry like straw too  ,Negative
 my daughter has hair similar to mine  thick  course  frizzy  with wave   i control mine by flat iron or curling iron but my 5 year old doesn t have the patience to have her hair done before school   i was hoping that motions naturally you define my curls would help tame her hair in the morning   the product has a strong perfume scent  which my daughter was fine with   our biggest problem is that it made her hair really greasy looking  even with just a tiny amount on my hands   yes  the frizz was gone but it looked like a greasy mess   it didn t help define her wave curls at all   lastly  the front label mentions shea butter  coconut and avocado oils  but ingredients are listed last which means they are in the smallest quantities  way behind one of the top ingredients mineral oil   still looking for the right product  ,Negative
 i m a long time user of humectress  my experience was great from the 80 s till a couple years ago  i noticed  like some others  the formula changed  it smelled a bit different but mostly it didn t seem to work as well with the current formulation my hair feels heavy and kind of dead after use  when applying the product in the shower after shampooing it used to make my shower comb slide right through my hair  now my hair is tangle city and i have to work hard to get through after conditioning  i also need to use much more product to get anything close to good conditioning i m sad to say humectress is leaving my list of preferred hair products and i m trying new products to find a replacement update  dec 24  2013 i have begun usingbiolage fortetherapie strengthening conditioner by matrixand i m doing very well with this  i still prefer the original salon formula humectress if i can ever get it again  ,Negative
 bought this because of all the good reviews and i needed some help with my bad cuticles  i stuck with it for a while and really gave the oil a chance  but it just did nothing for me it does have a nice smell though  ,Negative
 i expected this styling product to wow me but it did not  this leave in non fragrant foam is for fine  flat hair  my hair is fine and long and is flat to wavy but will curl on its own if left to air dry or in rainy weather since my hair is long  i applied 3 pumps   instead of the 1 2 pumps recommended  of the product to my hair focusing more on my ends  i then blow dried my hair and it came out dry and straggly with not much hold the dove hair styling oxygen moisture leave in foam container says it delicately moisturizes and gives a light hold   i got the light hold but the moisturizing component seems to be missing  this is not a product for me  ,Negative
this cologne smells like dust do not waste your money on this cologne smells like something very cheaap do not waste your time ore your money,Negative
 i find it difficult to find cotton rounds that do not break apart as i am using them  or do not deposit lint everywhere well  these are an excellent choice of rounds that will not break apart as you use them if you want an even higher quality  no lint at all  then check out  delon pure performance i am totally happy with both these brands and will nit have to look any further   i use them to out toner on my face so i need the good quality  ,Positive
 i had an oily perfume that its not in spray  i already had one bottle like this one that i got from avon  with avon perfume  few years ago and tough it was a good idea  but it leaks   ps  the avon bottle never leaked  had it for quite few years  ,Negative
 i love this  i tried it above my lips where tiny wrinkles are starting and they disappeared from view  it actually fills the wrinkles  my red nose with huge pores turns my skin color too  within a few seconds  i don t put my foundation over it since it s not needed  it seems like a moisturizer with lots of talc and it dries fast  you pat it on instead of rubbing it in  it s expensive but i ll continue buying more before it s gone because i never want to be without it  ,Negative
 i bought these specifically to avoid &#34 raccoon eyes &#34  and after just two uses i looked like i was some comedic movie character who fell asleep on the beach and someone played a prank on me  it was seriously so obvious and embarrassing i had to tan a few more times without goggles  which i never do  just to even things out a little bit  i did myself a big favor and ended up buying the wink ease sticker goggles  which are amaaaaaazing   although they can be slightly prices since you only get 3 6 uses out of each pair before the sticky properties wear off  ,Negative
this works well with the weekly cnd nail polished  it works well alone too ,Positive
 did you ever watch   everybody loves raymond     there s a bedtime episode in which patricia heaton applies hand cream right before lights out   it s one of her little special treats   i thought it was cute  and i got it  because i like to use a nice hand cream before bed  too i use it on my hands and feet at night   don t forget to take care of your feet   a little goes a long way   in my opinion  it is not fast absorbing  but it does absorb   i actually like that it takes a couple minutes for it to soak into my skin   it gives me enough time to make sure i get it rubbed into my cuticles yes  after a couple of weeks i did notice a bit of difference in the texture of my skin  but as is true with any effective moisturizer  that only lasts if i keep with it   fortunately  this is a convenient size and quite affordable   neutrogena has hits and misses   this is a hit  ,Positive
 these are the worst brushes i have ever used  they smell and they re like a old rug  only gave 2 stars because there two things i use  the brow brush and angled brush  ,Negative
 idk why people like this  but personally i don t  i like how cheap it is but the quality is horrible  it s rough so it doesn t flow nicely when you try to straighten your hair  i have to buy another one so basically i wasted money  don t waste your money  just spend a little more and buy another straightener worth your money  ,Negative
this brush works well  it s the best brush i ve used at blending eyeshadow and does not shed  i would repurchase ,Positive
 i used this product after using the pudding product of the same brand  while it did provide shine  it did not help with my curls  i am not african american and i believe that this brand of hair products is geared towards african american women  it feels and acts like vaseline and so a little bit goes a long way  my hair is gray  coarse and very wavy  i don t think i ll try this defining cream again  ,Negative
 the shampoo leaves my hair dryeven when i used the conditioner  when i dried it  it was frizzy and the volume was overdone  ,Negative
 this conditioner doesn t seem like anything special going in or rinising out  but it really did a great job with my hair  after just one use  it was shinier and way less fluffy and frizzy  i have a really bad haircut i m trying to grow out  so i m especially sensitive to my hair looking poufy or frizzy  and this has made a huge difference in my ability to tolerate this awful cut  i ve been using it every 2 3 washes  and i wash my hair once or twice a week and use either no product or a light oil in it  i have short  very slightly wavy hair that i wear straight  before i started using this  it went out every which way with the   textured   cut  but now i can manage to get it more or less how i want it with just some wetting and smoothing  and a few drops of light oil if i want some extra gloss  light scent  and the container makes controlling the flow of product easy  ,Positive
this product does everything i need it to do   the only problem i have with it is that it feel cheap and uncomfortable to grip  it is all metal with no rubber for gripping ,Negative
 i really wanted to like this product  according to all the great reviews  it must work on a lot of people with combination or oily skin  it s marketed for   oily  impure   skin  so  i gave this a try  along with the normalizing toner  but it made me breakout the first time i used it  however  being an optimist  and since i spent so much on it and read the rave reviews  i thought maybe i should be patient  to see if my skin was just clearing out and adjusting to it  nope  after over a month of use and repeated breakouts  i tossed both products in the garbage  i also wasn t too keen on the strong herbal botanical scents both this oil and the toner have  ,Negative
 i often don t have time to do makeup  so this is awesome to have you can just put it in your bag doesn t take up that much room and it is neutral colors     love it    ,Positive
 i received this flat iron as a gift from my big bro  extremely happy with it  very smooth and gentle on my hair  ,Positive
i did not care for these at all   i use cosmetic wedges every day but these are made of something different and they had a weird smell   in the trash they went ,Negative
 ok  i love this eyeshadow primer  works really good   i love how it feels  helps to prevent creases and eyeshadow to stay on all day   i love this color   i have brown eyes and find that this color works well for me  ,Positive
 i was so excited the day this product arrived  i figured since it was all natural and had great products it would wonderful for my skin  i m a big fan of taking care of ones skin  so i was taking a shower and figured let me use it and see what it can do as i had tried the honey and rose toner face wash and it was pretty good so as i put the product on my skin felt a little irritated but i figured this was the   gentle exfoliation   that was mentioned  it s a week later and my skin around my cheek bones is red and blistered up the rest of my face is red  irritated and dry with skin flaking off regularly  i have tried multiple treatments to reduce or eliminate the redness and irritation but so far nothing has worked i really wish amazon would make it possible to email the seller or maker of some of these products to give them a piece of my mind it s really unfortunate and i feel quite depressed walking around with everyone staring at my face like i have some really bad sunburn if anyone is reading this and in the same situation  let us pray for each other if you reading this and have a solution that i could try for the dry redness and blistering irritation on my skin please let me know  i would really appreciate it i will never purchase this product again nor recommend it  ,Positive
 this product is excelent for mixed face maskand others powers is not to big but is easy touse    the plastic is soft and have beautiful colorcome on time and in perfect shape ,Positive
it s very small and the shadows aren t that great   lots of fallout and the colors don t stand out   they come off too easily   the lipgloss is alright ,Positive
 this does not work good in my thin  waist length hair     made a pony and put in and it slide out and got tangled   it s just cheap plastic with poor grip   very disappointed   ,Negative
 i love this product  better to use at night because of its oily compound  rids wrinkles at best  i am a jamaican and the product works really well for my skin  ,Positive
 i wanted to try coal eyeliner  but this created so much fallout  that i really wasn t able to use it   perhaps there is a method that i m not aware of to make it work  but i went back to my gel liner after a few tries with this new liner    ,Negative
i accidentally ordered this confusing it for the organix coconut milk  i did not like this  it made my hair feel dry and i didn t see much shine  my daughter loved it however and used it every morning after she beach waved her hair ,Negative
 it does work well when it works  it did fine for about two weeks until it needed to be charged and now it won t stay on for the full one minute  when it worked  my skin was soft and clean and i saw a noticeable difference  i m definitely going to buy something similar from a more trustworthy brand  ,Positive
 i have combination  acne prone skin  and i have tried many cleansers  irrespective of the price   this is my favorite   it cleans thoroughly  doesn t leave any residue  and doesn t dry out my skin   the fact that it is inexpensive is a pleasant bonus   i will continue to buy and highly recommend it  ,Positive
